amount,time_delta,merchant_cat,country,is_night,typing_speed_ms,device_trust,is_fraud
455.61,70904,utilities,DE,0,425.6,0.268,1
55.85,73378,utilities,IN,0,334.4,0.679,0
155.87,25096,groceries,IN,0,343.9,0.978,0
268.14,33491,electronics,IN,0,364.6,0.847,0
897.5,10607,travel,IN,1,303.1,0.637,0
247.84,84585,electronics,IN,1,452.3,0.822,0
623.82,74539,luxury,SG,0,373.5,0.561,0
414.09,72740,travel,SG,0,299.7,0.729,0
205.94,19684,groceries,GB,0,431.8,0.766,0
506.78,56050,groceries,US,0,499.1,0.375,0
578.75,83080,groceries,IN,1,221.7,0.218,0
145.1,4547,electronics,GB,1,393.8,0.506,0
376.83,24317,groceries,IN,0,253.1,0.101,0
2369.18,27353,utilities,IN,0,304.0,0.33,0
931.14,34208,utilities,IN,0,276.7,0.547,0
2285.2,30702,gaming,US,0,386.5,0.394,0
368.33,18315,electronics,US,0,429.2,0.524,0
201.36,31912,electronics,GB,0,432.9,0.01,0
144.53,45890,utilities,DE,0,184.3,0.097,0
190.49,39837,gaming,IN,0,379.6,0.522,0
4515.86,71120,groceries,IN,0,479.8,0.124,0
92.18,67273,groceries,IN,0,234.0,0.438,0
90.87,42317,utilities,IN,0,259.2,0.295,0
57.2,65869,gaming,GB,0,423.1,0.068,0
329.65,48327,utilities,IN,0,469.5,0.389,0
325.98,83537,electronics,GB,1,318.6,0.015,0
270.76,51597,travel,SG,0,167.1,0.256,0
471.59,75199,travel,US,0,76.3,0.14,0
345.15,23216,electronics,SG,0,313.8,0.858,0
99.53,18426,gaming,SG,0,404.6,0.08,0
264.06,65125,electronics,IN,0,322.8,0.488,0
1279.17,74596,utilities,IN,0,285.6,0.741,0
157.56,67571,gaming,SG,0,606.2,0.892,0
729.44,51464,groceries,US,0,298.0,0.311,1
244.04,18534,groceries,US,0,294.4,0.576,0
690.18,37001,electronics,IN,0,303.9,0.759,0
385.49,42028,utilities,IN,0,468.5,0.12,0
224.83,75384,groceries,SG,0,464.6,0.914,0
240.66,62578,luxury,US,0,377.8,0.005,0
421.5,11585,utilities,IN,1,346.1,0.727,0
464.13,3240,travel,SG,1,367.1,0.789,0
981.15,47844,travel,SG,0,274.3,0.623,0
62.01,32352,utilities,US,0,317.1,0.294,1
326.84,50001,groceries,US,0,419.6,0.505,1
317.79,81741,groceries,DE,1,197.2,0.432,0
353.76,81269,travel,IN,1,238.6,0.538,0
119.47,76173,travel,SG,0,306.0,0.302,0
121.93,515,utilities,US,1,341.5,0.117,0
531.4,63843,groceries,IN,0,376.0,0.758,0
411.27,33208,groceries,SG,0,265.6,0.936,0
900.55,45674,utilities,IN,0,238.3,0.396,0
28.09,63496,utilities,IN,0,287.3,0.682,0
1149.7,62294,groceries,IN,0,205.9,0.864,0
378.75,68868,utilities,US,0,251.4,0.271,0
633.73,84882,gaming,IN,1,290.0,0.844,0
1137.49,58722,gaming,IN,0,271.3,0.202,0
854.95,18120,electronics,IN,0,287.2,0.313,0
255.62,49007,utilities,IN,0,373.6,0.476,0
242.99,45632,gaming,SG,0,351.2,0.438,0
499.08,55954,utilities,IN,0,316.4,0.046,0
416.88,57233,utilities,GB,0,385.7,0.569,0
1019.27,27187,groceries,IN,0,343.6,0.605,0
27.33,58925,gaming,IN,0,436.5,0.636,0
411.49,67215,utilities,GB,0,330.2,0.988,0
1724.65,8129,utilities,IN,1,445.1,0.174,0
738.18,29916,groceries,IN,0,433.1,0.929,0
425.96,24,electronics,SG,1,467.3,0.188,0
956.88,31548,electronics,GB,0,302.8,0.831,0
106.85,52242,utilities,IN,0,437.3,0.699,0
351.38,24609,travel,US,0,309.1,0.772,0
610.82,12200,groceries,IN,1,300.5,0.39,0
1204.97,25744,utilities,IN,0,309.4,0.491,0
279.79,39528,gaming,IN,0,450.4,0.244,0
238.5,52914,groceries,IN,0,266.5,0.004,0
231.08,39474,groceries,IN,0,268.9,0.184,0
358.9,52055,groceries,IN,0,164.4,0.402,0
125.01,68815,groceries,SG,0,424.4,0.552,1
529.7,47329,luxury,GB,0,341.7,0.568,1
701.6,75705,groceries,SG,0,338.3,0.736,0
1179.98,44847,luxury,SG,0,184.1,0.94,0
1601.87,1092,gaming,GB,1,318.4,0.123,1
96.51,54507,travel,US,0,443.5,0.416,0
783.53,10099,utilities,IN,1,355.7,0.086,0
130.21,33848,travel,IN,0,334.8,0.332,0
147.4,54790,utilities,US,0,275.0,0.139,0
641.62,49842,utilities,IN,0,317.6,0.19,0
279.47,24755,utilities,US,0,378.0,0.817,0
1450.59,72050,utilities,GB,0,292.3,0.328,0
243.18,83944,utilities,IN,1,213.3,0.704,0
923.45,19575,electronics,IN,0,218.2,0.411,0
565.37,27747,utilities,IN,0,268.0,0.616,0
1415.87,67948,utilities,IN,0,475.8,0.662,0
425.2,8692,groceries,IN,1,391.8,0.511,0
401.23,66788,utilities,US,0,208.0,0.194,0
131.1,17686,utilities,IN,1,520.2,0.887,0
210.44,50212,groceries,IN,0,344.9,0.27,0
257.34,20828,utilities,IN,0,286.7,0.785,0
64.83,48117,gaming,IN,0,402.4,0.243,0
239.04,15188,utilities,DE,1,356.4,0.647,0
145.52,20828,utilities,IN,0,312.3,0.508,0
318.46,35767,groceries,IN,0,290.9,0.168,0
251.28,56873,gaming,US,0,422.8,0.335,0
2783.82,23735,utilities,IN,0,197.0,0.74,0
112.09,80713,groceries,US,1,270.2,0.729,0
84.49,45804,gaming,IN,0,386.6,0.389,0
69.93,82722,utilities,IN,1,278.3,0.554,0
273.38,54963,gaming,GB,0,258.2,0.63,0
672.38,81194,utilities,IN,1,437.0,0.631,0
495.36,1288,luxury,IN,1,352.4,0.936,0
481.21,36713,electronics,IN,0,374.1,0.061,0
4021.98,49415,utilities,GB,0,394.5,0.955,0
1602.23,38276,utilities,US,0,386.3,0.876,0
1767.69,2058,travel,IN,1,423.9,0.403,0
425.81,8162,luxury,GB,1,424.4,0.389,0
494.64,58427,gaming,IN,0,401.1,0.705,0
1606.82,55298,utilities,IN,0,157.8,0.967,0
209.86,820,gaming,GB,1,258.7,0.555,0
528.33,63476,gaming,US,0,350.7,0.722,0
46.81,48519,electronics,IN,0,365.0,0.193,0
68.46,20027,gaming,SG,0,279.7,0.689,0
240.03,22079,electronics,IN,0,217.1,0.999,0
873.01,31093,groceries,IN,0,406.8,0.885,0
92.77,8948,groceries,IN,1,340.2,0.427,0
675.42,77545,luxury,US,0,302.8,0.298,0
553.84,48992,luxury,IN,0,276.4,0.474,0
132.09,34016,utilities,IN,0,523.3,0.756,0
317.63,43338,utilities,SG,0,115.0,0.948,0
1179.99,32869,travel,US,0,307.1,0.519,0
2073.0,74713,utilities,DE,0,362.2,0.402,1
591.51,36963,luxury,DE,0,272.6,0.01,0
796.13,21921,electronics,US,0,366.0,0.088,0
47.14,54000,groceries,IN,0,342.9,0.644,0
318.1,57191,groceries,GB,0,430.9,0.263,0
180.46,83645,travel,GB,1,377.1,0.598,0
419.04,55083,groceries,GB,0,380.1,0.807,0
787.79,73896,groceries,IN,0,384.1,0.782,0
110.84,76600,groceries,SG,0,385.6,0.043,1
843.33,26544,utilities,IN,0,449.4,0.344,0
119.49,35070,utilities,IN,0,235.9,0.838,0
44.72,12649,gaming,IN,1,362.8,0.933,0
825.61,40817,groceries,DE,0,368.7,0.865,0
1599.43,61098,travel,IN,0,333.2,0.263,0
1283.14,76850,utilities,SG,0,299.5,0.731,0
191.08,9308,electronics,IN,1,455.1,0.576,0
555.61,35976,electronics,IN,0,420.3,0.629,0
80.74,48459,luxury,US,0,354.9,0.875,1
381.26,68007,electronics,IN,0,424.6,0.115,0
1392.46,73044,travel,DE,0,280.7,0.726,0
2486.54,77292,utilities,SG,0,150.6,0.275,0
88.95,82036,electronics,IN,1,309.4,0.856,0
282.3,62388,utilities,IN,0,355.1,0.827,1
387.3,51627,groceries,IN,0,325.7,0.088,0
485.82,79541,luxury,IN,1,453.7,0.724,0
808.6,25632,electronics,IN,0,380.1,0.931,0
148.01,32216,gaming,DE,0,365.9,0.189,0
445.1,42922,utilities,IN,0,429.7,0.452,0
125.49,3217,gaming,GB,1,309.6,0.622,0
2747.82,59430,gaming,IN,0,453.0,0.595,0
55.08,36408,utilities,SG,0,299.6,0.835,0
39.44,30889,groceries,GB,0,476.5,0.542,0
86.1,66006,gaming,IN,0,402.7,0.265,0
198.3,74042,travel,IN,0,289.0,0.057,1
382.3,16455,electronics,IN,1,451.3,0.155,0
547.13,15316,utilities,IN,1,254.8,0.579,0
344.74,32591,groceries,US,0,372.8,0.031,0
497.98,61891,utilities,IN,0,298.2,0.551,0
468.84,14307,utilities,US,1,196.5,0.595,0
46.31,59459,travel,IN,0,316.9,0.188,0
102.96,81096,gaming,IN,1,301.2,0.821,0
387.69,75278,gaming,SG,0,322.8,0.266,0
147.19,39984,travel,DE,0,262.1,0.96,0
213.14,76811,groceries,IN,0,424.1,0.647,0
315.82,71494,utilities,IN,0,446.7,0.512,0
705.63,27446,electronics,US,0,330.5,0.841,0
935.28,692,groceries,US,1,471.5,0.22,0
863.71,23693,utilities,IN,0,317.4,0.784,0
282.53,35601,utilities,GB,0,453.2,0.236,0
5801.68,6842,electronics,US,1,308.0,0.749,0
458.8,44026,utilities,IN,0,231.3,0.797,0
308.96,25785,utilities,US,0,334.1,0.267,0
215.71,19274,luxury,IN,0,385.9,0.036,0
726.88,39828,groceries,IN,0,397.4,0.405,0
803.84,73528,utilities,GB,0,343.7,0.793,0
371.72,26956,groceries,US,0,498.2,0.279,0
239.65,10596,utilities,GB,1,490.2,0.161,1
198.19,2348,groceries,US,1,304.5,0.763,0
849.82,40057,groceries,IN,0,391.1,0.696,0
2720.37,29965,utilities,IN,0,330.8,0.24,0
177.88,32011,luxury,US,0,383.4,0.105,0
94.71,77651,gaming,IN,0,305.5,0.607,0
142.58,60384,groceries,US,0,369.8,0.2,0
775.28,35142,electronics,IN,0,345.8,0.247,0
154.89,43557,utilities,IN,0,402.2,0.102,0
410.76,61393,electronics,IN,0,364.3,0.643,0
1209.16,70596,travel,IN,0,436.6,0.444,0
129.75,32657,groceries,DE,0,345.1,0.72,0
300.53,3200,utilities,GB,1,351.0,0.959,0
314.69,17188,utilities,GB,1,274.8,0.492,0
562.47,13748,utilities,DE,1,335.9,0.998,0
673.69,69696,electronics,DE,0,287.7,0.289,0
60.47,37511,electronics,DE,0,272.6,0.344,0
753.74,41557,gaming,US,0,386.8,0.328,0
196.45,6461,utilities,US,1,411.1,0.941,0
88.85,302,electronics,US,1,345.3,0.487,0
347.69,74463,groceries,DE,0,321.4,0.815,0
359.8,38609,gaming,IN,0,261.9,0.77,0
907.46,56805,utilities,US,0,367.9,0.891,0
152.99,20892,groceries,IN,0,306.5,0.923,0
1089.06,54839,luxury,IN,0,364.5,0.076,0
545.42,73251,electronics,IN,0,300.7,0.537,0
200.59,15366,luxury,IN,1,490.5,0.225,0
421.27,35205,luxury,IN,0,356.5,0.907,0
621.66,10339,groceries,US,1,292.3,0.337,0
765.4,52732,utilities,IN,0,235.1,0.138,0
349.77,5633,groceries,DE,1,377.8,0.063,0
372.15,30651,utilities,SG,0,470.3,0.969,0
1025.9,75453,gaming,GB,0,229.2,0.606,0
519.36,29875,groceries,SG,0,393.4,0.856,0
134.35,69307,groceries,IN,0,334.7,0.917,0
121.81,74759,groceries,DE,0,350.9,0.751,0
514.44,57963,electronics,IN,0,373.9,0.698,0
503.83,67881,electronics,DE,0,332.7,0.328,0
234.73,73379,travel,DE,0,331.3,0.571,0
541.81,78310,travel,IN,0,367.6,0.629,1
594.23,39199,groceries,US,0,319.5,0.647,0
118.84,25431,electronics,SG,0,263.6,0.736,0
1990.9,73439,utilities,DE,0,381.5,0.08,1
208.03,80124,electronics,GB,1,217.8,0.808,0
490.68,73045,utilities,US,0,233.7,0.302,0
75.73,33397,groceries,IN,0,381.9,0.893,0
79.95,7305,luxury,IN,1,275.6,0.356,0
137.64,31215,utilities,IN,0,213.0,0.162,0
74.0,19243,utilities,IN,0,529.0,0.428,0
137.91,79499,utilities,IN,1,504.1,0.532,0
330.4,20728,groceries,US,0,382.4,0.934,0
217.41,56240,groceries,IN,0,345.0,0.72,0
533.51,74478,travel,IN,0,399.2,0.541,0
576.2,10225,utilities,US,1,459.1,0.97,0
214.51,44769,utilities,IN,0,389.3,0.014,0
121.79,32570,electronics,DE,0,312.6,0.223,0
667.13,73527,utilities,DE,0,489.4,0.62,0
117.44,30474,gaming,IN,0,294.3,0.981,0
407.74,14604,groceries,IN,1,295.6,0.012,0
381.05,24191,electronics,IN,0,352.0,0.006,0
711.21,5166,groceries,US,1,385.3,0.254,0
79.21,62571,electronics,SG,0,352.9,0.481,0
898.5,10860,utilities,IN,1,192.4,0.615,0
808.67,1504,utilities,GB,1,372.0,0.943,0
431.03,72211,travel,IN,0,355.0,0.922,0
337.45,30018,travel,IN,0,484.3,0.076,0
740.64,67539,electronics,IN,0,278.6,0.244,0
32.84,35350,gaming,IN,0,375.2,0.83,0
1060.51,70324,travel,US,0,203.4,0.492,0
236.97,33154,electronics,IN,0,382.9,0.18,0
492.03,35821,utilities,IN,0,460.3,0.026,0
67.08,33334,travel,DE,0,314.5,0.492,0
206.23,59001,utilities,IN,0,402.8,0.988,0
425.43,58453,groceries,IN,0,411.2,0.167,0
57.14,30698,travel,DE,0,433.3,0.047,0
1255.22,28097,gaming,IN,0,405.8,0.156,0
793.03,54297,travel,IN,0,377.4,0.205,0
1274.76,55254,gaming,IN,0,296.5,0.141,0
635.69,53687,gaming,IN,0,378.8,0.158,0
494.96,67215,groceries,US,0,423.2,0.788,0
225.05,63774,utilities,SG,0,344.1,0.779,0
409.63,25644,utilities,US,0,351.3,0.101,0
351.72,80715,groceries,DE,1,428.8,0.184,0
1562.82,46200,utilities,GB,0,338.8,0.688,0
119.79,64736,groceries,IN,0,489.5,0.826,0
330.34,1373,groceries,GB,1,292.6,0.698,0
322.51,74442,electronics,IN,0,311.3,0.86,0
364.84,24512,gaming,DE,0,291.7,0.069,0
172.49,11858,utilities,SG,1,431.9,0.739,0
569.58,35139,utilities,IN,0,407.9,0.341,0
541.3,58344,groceries,GB,0,271.0,0.73,0
112.5,53802,electronics,IN,0,347.5,0.059,0
63.23,526,utilities,GB,1,324.6,0.957,0
620.65,69564,groceries,IN,0,415.2,0.686,0
118.22,29990,utilities,IN,0,339.6,0.719,0
450.53,12313,utilities,DE,1,378.7,0.594,1
254.77,56534,gaming,IN,0,314.1,0.607,0
408.8,22118,groceries,IN,0,300.5,0.208,0
119.51,65828,utilities,IN,0,548.8,0.415,0
137.49,34590,travel,IN,0,369.7,0.604,0
684.78,39648,electronics,IN,0,512.7,0.501,0
29.06,78323,gaming,IN,0,394.4,0.577,0
869.34,31961,gaming,US,0,333.8,0.596,0
603.47,32601,groceries,US,0,382.7,0.362,0
723.64,2098,electronics,US,1,204.2,0.313,0
159.75,55678,electronics,IN,0,194.6,0.281,0
170.85,58813,luxury,DE,0,278.4,0.023,0
150.15,36023,gaming,IN,0,333.8,0.818,0
279.86,27818,electronics,DE,0,232.9,0.504,0
1051.65,80131,travel,US,1,347.9,0.406,0
818.13,24313,travel,US,0,328.5,0.029,0
704.57,24780,electronics,US,0,381.1,0.283,0
101.09,73073,gaming,IN,0,339.0,0.617,0
1828.33,15376,utilities,US,1,173.3,0.779,0
84.94,76161,groceries,IN,0,423.5,0.143,0
687.72,63500,gaming,US,0,263.2,0.597,0
513.24,36381,groceries,IN,0,264.4,0.429,0
96.14,39921,groceries,IN,0,441.8,0.157,0
125.07,62360,utilities,SG,0,390.8,0.208,0
128.27,34860,utilities,US,0,442.2,0.044,0
111.33,48904,groceries,SG,0,337.9,0.488,0
424.09,45783,groceries,SG,0,286.3,0.15,0
858.23,48280,utilities,IN,0,548.0,0.344,0
125.82,27014,electronics,SG,0,396.5,0.907,0
438.14,3041,utilities,US,1,349.7,0.567,0
187.89,51603,utilities,IN,0,315.8,0.213,0
4815.43,77417,travel,SG,0,276.2,0.295,0
1168.46,55576,travel,IN,0,248.2,0.476,0
770.08,3922,groceries,IN,1,307.8,0.629,1
710.32,5576,gaming,IN,1,386.7,0.61,0
746.29,16120,electronics,IN,1,356.4,0.067,0
136.7,86233,luxury,SG,1,381.4,0.154,0
707.7,53273,utilities,SG,0,463.1,0.908,0
61.77,35900,utilities,IN,0,249.5,0.615,0
95.72,50185,utilities,US,0,347.3,0.566,1
413.43,9212,travel,SG,1,336.0,0.825,0
481.16,8559,groceries,IN,1,343.3,0.063,0
269.76,17176,utilities,US,1,421.4,0.82,0
886.73,19208,gaming,SG,0,257.7,0.113,0
191.41,82191,groceries,IN,1,425.1,0.463,0
1236.32,28837,utilities,IN,0,527.9,0.939,0
495.01,57713,electronics,IN,0,213.4,0.497,0
474.29,47936,utilities,GB,0,354.8,0.993,0
160.59,60987,groceries,DE,0,417.3,0.816,0
95.85,14160,electronics,IN,1,499.7,0.322,0
717.18,79264,utilities,IN,1,404.7,0.194,0
212.59,15395,groceries,SG,1,388.5,0.207,0
37.99,69043,utilities,IN,0,355.7,0.569,0
488.06,30003,groceries,DE,0,402.6,0.276,0
214.85,62548,utilities,US,0,302.5,0.487,1
317.18,85305,electronics,IN,1,376.6,0.501,0
284.9,55795,utilities,SG,0,224.5,0.235,0
44.87,57044,luxury,DE,0,478.8,0.318,0
343.68,79362,utilities,US,1,391.8,0.514,0
837.82,43095,electronics,IN,0,326.7,0.956,0
198.27,25940,groceries,IN,0,337.0,0.304,0
925.42,52117,utilities,DE,0,518.7,0.993,0
336.18,79078,utilities,IN,0,557.2,0.769,0
423.67,65101,groceries,IN,0,426.7,0.978,0
487.16,52017,utilities,DE,0,325.7,0.219,0
217.39,13164,luxury,IN,1,391.5,0.313,0
3073.82,60660,utilities,US,0,398.1,0.25,0
560.88,61825,utilities,US,0,322.1,0.925,0
203.26,83658,utilities,US,1,348.4,0.598,1
637.43,40931,electronics,SG,0,423.2,0.214,0
463.98,8652,utilities,IN,1,424.6,0.464,0
364.92,39938,utilities,IN,0,328.9,0.484,0
357.56,26843,gaming,US,0,386.9,0.306,0
642.52,64444,gaming,IN,0,393.4,0.553,0
92.77,62073,gaming,DE,0,325.8,0.388,0
163.87,53582,utilities,US,0,340.7,0.81,0
94.35,11934,electronics,IN,1,256.8,0.557,0
91.88,11249,groceries,IN,1,478.5,0.362,0
29.06,16376,utilities,US,1,354.7,0.358,0
259.3,15500,groceries,IN,1,385.9,0.332,0
211.4,43407,utilities,US,0,218.4,0.985,0
112.34,9030,groceries,DE,1,422.3,0.618,0
231.24,16121,groceries,IN,1,453.7,0.558,0
1594.0,34228,electronics,US,0,389.6,0.614,0
757.89,37907,travel,GB,0,442.7,0.324,1
36.17,47518,groceries,IN,0,282.6,0.907,0
251.29,788,groceries,DE,1,312.7,0.778,0
1056.41,16925,groceries,IN,1,428.3,0.067,0
346.9,2322,utilities,GB,1,303.9,0.183,0
423.61,64983,travel,US,0,304.1,0.765,0
406.85,24111,utilities,IN,0,381.8,0.475,0
123.08,66222,groceries,IN,0,291.3,0.093,0
620.8,70053,groceries,GB,0,550.5,0.497,0
895.74,42703,groceries,IN,0,289.4,0.107,0
202.26,54420,utilities,DE,0,310.7,0.19,0
421.29,54551,groceries,GB,0,261.8,0.538,0
185.68,2627,groceries,IN,1,204.8,0.972,0
509.6,10804,utilities,DE,1,311.4,0.785,0
1454.06,10020,gaming,IN,1,444.3,0.581,0
1086.68,22191,gaming,GB,0,477.1,0.435,0
63.23,1224,groceries,IN,1,362.6,0.583,0
160.68,49255,luxury,IN,0,383.8,0.766,0
200.97,12302,luxury,US,1,301.7,0.762,0
723.63,64987,groceries,IN,0,240.8,0.545,0
314.71,30142,groceries,US,0,299.7,0.562,0
342.54,19046,gaming,IN,0,318.5,0.842,0
111.18,34031,groceries,IN,0,293.2,0.693,0
1362.16,73029,utilities,US,0,306.4,0.964,0
521.87,16253,groceries,IN,1,316.5,0.743,0
58.96,53004,electronics,DE,0,253.8,0.604,0
1208.92,76739,luxury,US,0,437.2,0.168,0
122.2,44565,travel,GB,0,490.7,0.718,0
485.87,39212,utilities,IN,0,358.8,0.719,0
173.05,86089,luxury,DE,1,325.6,0.182,1
236.9,40003,electronics,GB,0,380.7,0.322,0
1583.06,45836,gaming,IN,0,358.7,0.312,0
286.84,6720,groceries,IN,1,301.7,0.755,0
293.86,24725,luxury,IN,0,323.5,0.928,0
321.97,70684,utilities,GB,0,415.8,0.183,0
447.7,67153,groceries,DE,0,447.0,0.248,0
1059.82,79748,groceries,SG,1,104.9,0.825,0
871.67,80337,utilities,IN,1,406.9,0.187,1
521.42,14807,gaming,SG,1,296.3,0.69,0
1060.13,69743,utilities,SG,0,476.2,0.216,0
388.21,31666,luxury,GB,0,265.0,0.881,0
805.38,69342,utilities,IN,0,368.9,0.392,0
799.31,30932,groceries,US,0,272.2,0.52,0
506.2,52344,gaming,US,0,403.7,0.843,0
445.25,4152,utilities,SG,1,331.9,0.086,0
726.01,3957,travel,IN,1,325.1,0.826,0
312.26,19456,gaming,IN,0,314.1,0.959,0
2038.07,75725,travel,GB,0,407.9,0.328,0
490.52,15141,groceries,SG,1,257.3,0.692,0
793.25,43732,luxury,DE,0,276.8,0.692,0
90.62,6467,groceries,US,1,481.6,0.212,0
719.2,46470,gaming,US,0,167.2,0.216,1
617.59,47439,travel,IN,0,362.4,0.55,0
592.55,85521,utilities,IN,1,308.4,0.627,0
2269.34,57612,electronics,SG,0,318.0,0.517,0
527.67,8863,electronics,DE,1,334.9,0.365,0
626.81,69349,groceries,US,0,177.9,0.195,0
524.54,21524,gaming,IN,0,301.6,0.638,0
856.06,50623,gaming,US,0,458.6,0.116,0
138.76,37731,luxury,IN,0,413.9,0.607,0
81.42,3680,travel,IN,1,279.7,0.93,0
401.48,55151,utilities,IN,0,450.5,0.583,0
1146.61,68943,travel,US,0,265.1,0.136,0
109.97,11899,utilities,SG,1,320.4,0.421,0
507.2,35815,utilities,IN,0,322.0,0.778,0
332.52,43647,utilities,US,0,327.5,0.534,0
57.2,60442,gaming,IN,0,293.0,0.969,0
432.11,54663,groceries,SG,0,358.9,0.145,0
169.24,9039,utilities,IN,1,380.3,0.606,0
75.11,9740,utilities,US,1,344.0,0.056,0
2231.77,38249,utilities,IN,0,498.4,0.615,0
266.93,47856,gaming,IN,0,414.0,0.141,0
962.03,71288,travel,SG,0,451.3,0.239,1
177.89,70512,travel,IN,0,443.5,0.009,0
1031.48,54503,gaming,IN,0,259.0,0.767,0
310.89,63038,gaming,US,0,235.9,0.351,0
489.75,45306,utilities,IN,0,407.1,0.901,0
678.09,8867,utilities,GB,1,428.4,0.146,0
234.48,40218,electronics,SG,0,325.2,0.574,0
128.04,81052,utilities,DE,1,344.5,0.466,0
478.26,50878,groceries,US,0,311.9,0.796,0
168.15,26425,groceries,GB,0,307.3,0.22,0
215.23,68595,travel,IN,0,330.0,0.379,0
598.94,72509,utilities,GB,0,281.7,0.498,0
381.04,79465,groceries,IN,1,436.4,0.194,0
194.04,36056,utilities,IN,0,213.4,0.016,1
155.02,18624,travel,US,0,300.8,0.816,0
327.93,112,gaming,US,1,323.2,0.75,0
5719.41,1566,utilities,GB,1,384.7,0.756,0
98.06,42097,groceries,IN,0,478.5,0.668,0
273.36,17990,gaming,IN,1,339.6,0.052,0
235.04,70442,utilities,US,0,398.9,0.794,0
398.98,53904,travel,GB,0,414.0,0.758,0
513.01,82415,travel,DE,1,331.9,0.52,0
272.9,42172,travel,IN,0,453.5,0.152,0
246.22,24329,travel,US,0,359.4,0.013,0
1288.67,51602,gaming,IN,0,366.3,0.577,0
279.65,72553,electronics,SG,0,273.1,0.308,0
475.39,23171,utilities,IN,0,333.7,0.277,0
44.36,47154,utilities,IN,0,448.3,0.205,0
87.23,67772,utilities,SG,0,395.0,0.589,0
418.08,80281,groceries,IN,1,271.8,0.017,0
154.9,66855,utilities,IN,0,531.1,0.847,0
282.18,57963,travel,GB,0,344.4,0.859,0
787.51,25882,gaming,US,0,458.1,0.192,0
643.64,58130,utilities,DE,0,459.1,0.28,0
348.86,16790,groceries,IN,1,406.0,0.465,0
52.94,58187,groceries,IN,0,249.1,0.219,0
937.0,61633,groceries,SG,0,381.4,0.251,0
337.4,50391,travel,DE,0,303.4,0.653,0
329.49,83921,groceries,GB,1,241.0,0.723,0
462.99,42025,groceries,IN,0,296.4,0.885,0
277.61,27488,groceries,IN,0,275.6,0.213,0
57.83,10552,electronics,IN,1,374.4,0.029,0
1107.65,76266,gaming,IN,0,354.6,0.607,0
140.28,58701,utilities,DE,0,399.5,0.578,0
77.67,45285,groceries,SG,0,338.6,0.664,0
1040.82,26323,utilities,IN,0,239.7,0.067,0
349.57,73223,gaming,SG,0,244.2,0.607,0
547.43,48935,utilities,IN,0,325.9,0.196,0
100.43,3011,utilities,IN,1,408.7,0.874,0
527.19,8738,groceries,IN,1,369.4,0.144,0
666.09,52,groceries,IN,1,341.8,0.899,0
2874.75,51198,electronics,IN,0,357.8,0.932,0
164.16,6907,groceries,IN,1,206.1,0.657,0
62.05,10897,utilities,IN,1,391.2,0.254,0
105.59,12961,travel,US,1,465.1,0.389,0
183.95,38625,electronics,GB,0,406.4,0.259,1
3577.35,36202,utilities,IN,0,324.7,0.09,0
182.52,32987,travel,DE,0,505.5,0.678,0
1119.69,78816,utilities,IN,0,282.1,0.306,0
582.02,81723,gaming,SG,1,296.7,0.275,0
127.93,5125,travel,IN,1,508.1,0.061,1
567.26,28100,utilities,DE,0,306.7,0.352,1
246.21,86389,groceries,IN,1,425.1,0.474,0
132.72,9401,electronics,US,1,403.2,0.369,0
1879.64,65927,utilities,SG,0,358.0,0.73,0
129.74,45694,groceries,IN,0,392.0,0.204,0
342.82,80974,utilities,IN,1,445.0,0.123,0
898.63,51353,electronics,DE,0,438.3,0.086,1
221.32,42606,utilities,IN,0,408.1,0.841,0
737.8,10683,utilities,IN,1,437.1,0.286,0
380.78,4302,groceries,IN,1,455.4,0.898,0
149.11,27730,utilities,IN,0,319.0,0.31,0
2307.76,29689,utilities,IN,0,274.7,0.817,0
864.77,57013,gaming,IN,0,463.3,0.114,0
1711.36,75077,groceries,IN,0,337.4,0.913,0
867.23,24675,electronics,US,0,307.7,0.876,0
400.77,7929,utilities,IN,1,474.1,0.782,0
278.15,59756,travel,IN,0,460.8,0.661,0
75.43,51595,groceries,US,0,370.0,0.185,0
228.08,73067,travel,DE,0,225.2,0.434,0
646.32,84731,groceries,IN,1,325.5,0.342,0
192.95,29320,groceries,DE,0,368.7,0.172,0
208.14,37271,gaming,IN,0,374.8,0.445,0
600.08,79647,groceries,IN,1,379.8,0.328,0
592.72,1497,utilities,GB,1,228.4,0.364,0
76.48,76860,travel,US,0,365.2,0.804,0
130.09,75416,travel,IN,0,205.0,0.441,0
125.86,63845,groceries,IN,0,385.0,0.442,0
97.25,52523,utilities,IN,0,287.6,0.162,0
770.14,3416,luxury,DE,1,250.5,0.713,0
596.04,4539,groceries,IN,1,417.4,0.189,0
1083.27,74777,utilities,IN,0,424.5,0.35,0
146.36,12487,groceries,IN,1,482.9,0.65,0
161.27,19252,utilities,IN,0,363.2,0.325,0
80.9,33851,travel,IN,0,276.4,0.173,0
2908.85,30084,utilities,US,0,381.9,0.746,0
320.92,71585,electronics,IN,0,594.1,0.735,0
100.64,64454,utilities,IN,0,311.4,0.843,0
66.3,9290,luxury,IN,1,381.1,0.544,0
161.2,43355,travel,IN,0,418.3,0.596,0
168.57,83699,utilities,IN,1,347.0,0.799,0
477.89,80592,gaming,DE,1,356.4,0.603,0
1243.08,53835,groceries,US,0,218.9,0.863,0
363.26,16071,gaming,IN,1,298.6,0.268,0
443.38,8628,electronics,DE,1,404.2,0.113,0
